id,alcoholic,drinkid,edited,favorite,issuggested,glass_id,information,instructions,name,notes
544,1,379,{null},{null},{null},11,,"Cider First, Lager then Curacao",Green Goblin,{null}
545,1,220,{null},{null},{null},14,,"Pour Vodka and Cranberry Juice into a High Ball glass over ice. Stir well, add the wedge of lime, and serve.",Cape Codder #2,{null}
546,1,435,{null},{null},{null},18,,"Pour the Irish whiskey into a chilled cocktail glass. Swirl around the glass in order to coat; drain excess. Pour the vodka and vermouth into a cocktail shaker half-filled with cracked ice. Shake well, and strain into the cocktail glass. Garnish with a twist of lemon, and serve.",Irish Martini,{null}
547,1,711,{null},{null},{null},15,,Stir together in an old-fashioned/rocks glass with ice.,Russian Turkey,{null}
548,1,288,{null},{null},{null},18,,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Dubonnet Cocktail,{null}
549,1,595,{null},{null},{null},18,,Shake ingredients in a cocktail shaker with ice. Strain into a cocktail glass.,Nooner,{null}
550,1,462,{null},{null},{null},2,,Pour scotch and sweet and sour into a collins glass over ice cubes and stir well. Fill with cola and stir lightly. Top with the cherry and serve.,Joe Collins,{null}
551,1,757,{null},{null},{null},18,,Shake all ingredients (except mint sprig) with ice and strain into a cocktail glass. Add the sprig of mint and serve.,Seventh Heaven Cocktail,{null}
552,1,249,{null},{null},{null},18,,"Shake well and strain into a double-cocktail glass filled with crushed ice. Garnish with a slice of lemon, and serve.",Clover Club Royal,{null}
553,1,708,{null},{null},{null},2,,,Russell Collins,{null}
554,1,329,{null},{null},{null},14,,"Pour all ingredients into a highball glass, and stir. Garnish with a slice of orange and a maraschino cherry, and serve.",French Fantasy,{null}
555,1,312,{null},{null},{null},18,,Pour contents in shaker over ice and shake well. Pour into glass. This is a big shooter so you have to use a small rocks glass.,Four Horsemen,{null}
556,1,766,{null},{null},{null},18,,"Shake all ingredients well with ice and strain into a chilled cocktail glass. Garnish with flamed orange peel, and serve.",Sherry Cocktail,{null}
557,1,85,{null},{null},{null},16,,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the \Guinness\"" its \""head\"".""",Baby Guinness,{null}
558,1,59,{null},{null},{null},15,,"Pour both ingredients into an old-fashioned glass half-filled with ice cubes. Stir, and serve.",Angel's Lips,{null}
559,1,586,{null},{null},{null},18,,Combine Jagermeister and Cuervo tequila together on the rocks and hold on.,Navy Seal,{null}
560,1,446,{null},{null},{null},18,,Shake with crushed ice and strain.,Jack Rose,{null}
561,1,752,{null},{null},{null},14,,"Add liquors to a highball glass filled with ice, fill with lemon-lime soda and throw in a dash of salt.",Senorita,{null}
562,1,230,{null},{null},{null},19,,"Stir the mandarine napoleon with orange juice and ice, briefly, and strain into a frosted champagne flute. Add the champagne, and serve.",Champagne Napoleon,{null}
563,1,129,{null},{null},{null},18,,"Mix 1-1/2 ounces of Black Sambuca into a glass filled with 6 ounces of Eggnog, Stir.",Black Christmas,{null}
564,1,161,{null},{null},{null},14,,"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",Blue Lagoon,{null}
565,1,363,{null},{null},{null},5,,Shake all ingredients hard with crushed ice. Serve over crushed ice in a lightly salted margarita glass with two cocktail straws. Garnish with a twist of lime.,Golden Margarita,{null}
566,1,325,{null},{null},{null},2,,"In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the champagne. Stir well and garnish with the orange slice and the cherry.",French 75,{null}
567,1,378,{null},{null},{null},14,This variation of a Gin Fizz adds a splash of Crème de Menthe giving it a distinctive green coloring.,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over 2 ice cubes. Fill with carbonated water, stir, and serve.",Green Fizz,{null}
568,1,144,{null},{null},{null},18,,Shake all ingredients (except strawberries) with ice and strain into a cocktail glass. Decorate with the 3 crushed strawberries and serve.,Bloodhound Cocktail,{null}
569,1,138,{null},{null},{null},18,,Pour both over ice & shake. Strain into a martini glass and add a lemon twist for garnish.,Black Widow,{null}
570,1,607,{null},{null},{null},15,,"Pour bourbon over ice cubes in an old-fashioned glass. Add the bitters, soda and juice. Garnish with a maraschino cherry and a lemon twist.",Old-Fashioned (Sweet),{null}
571,1,569,{null},{null},{null},2,,"Muddle mint leaves, powdered sugar, and water in a collins glass. Fill the glass with shaved or crushed ice and add bourbon. Top with more ice and garnish with a mint sprig. Serve with a straw.",Mint Julep,{null}
572,1,117,{null},{null},{null},14,,,Beverly Hills Iced Tea,{null}
573,1,12,{null},{null},{null},18,,,Abbey,{null}
574,1,706,{null},{null},{null},26,"Known as Bermuda's national drink, this concotion gave the ""swizzle"" to the swizzle stick.","Dissolve powdered sugar in mixture of 2 oz. carbonated water and juice of lime in a collins glass. Fill glass with ice and stir. Add bitters and rum. Fill with carbonated water, stir, and serve with a swizzle stick.",Rum Swizzle,{null}
575,1,709,{null},{null},{null},18,,Shake with ice and strain into a cocktail glass.,Russian Cocktail,{null}
576,1,489,{null},{null},{null},23,,Combine ingredients in a large wineglass. Twist the lemon peel to release the oil and drop it into the glass.,Kir,{null}
577,1,310,{null},{null},{null},16,,Mix both ingredients together in a tumbler with ice. Strain into a shot glass! Enjoy!,Foreplay,{null}
578,1,27,{null},{null},{null},12,,,After Five,{null}
579,1,652,{null},{null},{null},18,,Mix ingredients together in glass.,Pissed McGillis,{null}
580,1,143,{null},{null},{null},19,,,Blondie,{null}
581,1,411,{null},{null},{null},2,,"Shake and strain, pour into collins glass with ice. Garnish with flag.",Highlander,{null}
582,1,633,{null},{null},{null},2,,Stir everything together in a glass of ice.,Peach Harpoon,{null}
583,1,279,{null},{null},{null},18,,"Add gin, cointrean and lemon juice to a shaker filled with ice shake hard (30 seconds) and serve up in a cocktail glass with lemon twist as garnish",Delilah,{null}
584,1,330,{null},{null},{null},14,,"Pour the rum, triple sec and pineapple juice into a blender with one cup of crushed ice. Blend well. Pour into a highball glass, garnish with a maraschino cherry, and serve.",Frigid Hairy Virgin,{null}
585,1,806,{null},{null},{null},14,,"Fill glass with crushed ice. Add gin and triple sec, and fill with pineapple juice. Add a splash of grenadine on top.",Summer Sky,{null}
586,1,183,{null},{null},{null},14,,"In a shaker half-filled with ice cubes, combine the brandy, lemon juice, and sugar. Shake well. Strain into a highball glass almost filled with ice cubes. Add the club soda. Stir well.",Brandy Fizz,{null}
587,1,358,{null},{null},{null},15,,"Pour ingredients into an old-fashioned glass over ice and serve. (Bourbon may be substituted for scotch, if preferred.)",Godfather,{null}
588,1,582,{null},{null},{null},14,,Build over ice in a tall glass. Garnish with strawberries or cherries.,Multiple Orgasm,{null}
589,1,848,{null},{null},{null},18,,Mix equal parts in a mixing glass half-filled with ice cubes. Shake well. Strain into a cocktail glass. Garnish with a cherry.,Tokyo Rose,{null}
590,1,821,{null},{null},{null},14,,Pour 2 1/2 ounces Cuervo Gold over ice cubes in a highball glass. Fill with tonic. Garnish with Lime Wedge.,Tequila and Tonic,{null}
591,1,571,{null},{null},{null},14,,"Lightly muddle the mint and sugar with a splash of soda water in a mixing glass until the sugar dissolve and you smell the mint. Squeeze the lime into the glass, add rum and shake with ice. Strain over cracked ice in a highball glass. Top with soda water, garnish with mint sprig and serve.",Mojito,{null}
592,1,248,{null},{null},{null},22,,"Stir the lemon juice and sugar togeher in a large punch bowl until the sugar is dissolved. Add the claret, brandy, apricot brandy, bourbon whiskey, Triple Sec, club soda and cold tea. Stir well. Add one large block of ice, then add orange slices. Makes 30 (6-ounce) punch cups.",Claret Punch,{null}
593,1,353,{null},{null},{null},18,,Build into a cocktail glass over ice.,Glacier Mist,{null}
594,1,737,{null},{null},{null},14,,Pour 2 oz. Southern Comfort over ice in an 8 oz. glass. Fill with cranberry juice. Squeeze one wedge of lime into drink. Stir and serve.,Scarlet O'Hara,{null}
595,1,670,{null},{null},{null},14,,"Squeeze lime juice into a highball glass. Add the shell, fill with crushed ice and add the mint. Pour in the rum, angostura bitters and sugar syrup. Swizzle until glass frosts. Add the soda, garnish with a sprig of mint, and serve with a straw.",Queen's Park Swizzle,{null}
596,1,808,{null},{null},{null},9,,"Shake liquors and juices and strain into an ice-filled pina colada glass. Add spent shell of a lime quarter; lemonade, straws, and serve.",Sun City,{null}
597,1,372,{null},{null},{null},15,,"Shake gin, creme de menthe, and lime juice with ice and strain into an old-fashioned glass over ice cubes. Decorate with mint leaves and serve.",Green Devil,{null}
598,1,617,{null},{null},{null},15,,\This is a slight modification of Trader Vic's original recipe (I chose those rums,Original Mai Tai,{null}
599,1,860,{null},{null},{null},14,,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Vermouth Cassis,{null}
600,1,648,{null},{null},{null},18,,Mix Shake Can be made as an up cocktail or on the rocks,Pink Lemonade,{null}
601,1,692,{null},{null},{null},21,,Mix all in glass and drink rapidly,Rocket Fuel,{null}
602,1,769,{null},{null},{null},15,,Pour ingredients over ice into an old-fashioned glass. Stir and serve.,Silverado,{null}
603,1,872,{null},{null},{null},18,,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Vodka Stinger,{null}
604,1,488,{null},{null},{null},10,,Stir. Add Whipped Cream to the top.,Kioki Coffee,{null}
605,1,660,{null},{null},{null},14,,"Muddle ingredients together in a mixing glass. Shake and strain into a cocktail glass, and serve.",Polar Bear #2,{null}
606,1,431,{null},{null},{null},15,,Shake ingredients with ice in a cocktail shaker. Strain over ice into an Old-fashioned glass. Garnish with a lemon slice.,Irish Fix,{null}
607,1,644,{null},{null},{null},9,"Created in 1954 at the Beachcomber Bar in the Caribe Hilton of San Juan, Puerto Rico. Made famous with the release of Rupert Holmes 1979 #1 hit single ""Escape (The Pina Colada Song)"".","Old-style recipe for this popular drink. The coconut cream needs to have the right consistancy, some find the alternative, coconut milk to be too thin, however you can add condensed milk to coconut milk to bring up it's thickness. Add pineapple juice if desired.Put all ingredients into an electric blender with 2 cups of crushed ice. Blend at a high speed for a short length of time. Strain into a collins glass and serve with a straw.",Pina Colada,{null}
608,1,199,{null},{null},{null},19,The English version of the Mimosa. Though the Buck's Fizz came first.,Add to a frosted wine glass.,Buck's Fizz,{null}
609,1,693,{null},{null},{null},2,,,Ron Collins,{null}
610,1,278,{null},{null},{null},19,,Pour the Pernod into the champagne flute and top off with the champagne.,Death in the Afternoon,{null}
611,1,71,{null},{null},{null},14,,"Pour all the alcohol and fill the rest of the glass with equal amounts of pineapple juice, orange juice and Lemon-Lime Cola, with grenadine to taste and color, and then add ice.",Asian Sensation,{null}
612,1,339,{null},{null},{null},14,Gin and Tonic was introduced by the British East India Company as a way to provide quinine (from the tonic water) to its soliders for malaria prevention.,Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.,Gin & Tonic,{null}
613,1,511,{null},{null},{null},18,,"Pour the vodka, chocolate liqueur and amaretto into a mixing glass half-filled with cracked ice. Stir well. Strain into a chilled cocktail glass, garnish with a twist of orange, and serve.",Macaroon,{null}
614,1,884,{null},{null},{null},14,,"fill a medium glass most of the way with ice, pour in 1 shot, about 1.5 ounces of whiskey, fill the rest of the way with ginger ale.",Whiskey Highball,{null}
615,1,326,{null},{null},{null},18,,"Served on ice in \rocks-glass\"" May be served with a little whipped creem on top!""",French Afternoon,{null}
616,1,426,{null},{null},{null},15,,"Shake and strain into an old-fashioned glass filled with broken ice. Garnish with a sprig of mint, and serve.",Hustler,{null}
617,1,302,{null},{null},{null},18,,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Fancy Whiskey,{null}
618,1,469,{null},{null},{null},18,,"Add 1 shot rum to 12 oz beer, stir in 2 tbls lime juice concentrate.",Juniata Juice,{null}
619,1,150,{null},{null},{null},2,,Shake all ingredients (except lime wedge) with ice and strain into an old-fashioned glass over ice cubes. Add salt and pepper to taste. Add the wedge of lime and serve.,Bloody Mary,{null}
620,1,355,{null},{null},{null},2,,Build in a collins glass and fill with lemon-lime soda. Garnish with an orange slice and a cherry.,Glass Tower,{null}
621,1,269,{null},{null},{null},15,,"Stir all ingredients together in a lowball or old-fashioned glass, and serve.",Daily Mail,{null}
622,1,923,{null},{null},{null},18,,,The Molly Pitcher,{null}
623,1,82,{null},{null},{null},12,,Layer ingredients into a shot glass in this order.,B-57,{null}
624,1,596,{null},{null},{null},14,,Pour Midori and Bacardi Limon in a highball glass and fill 1/2 the glass with cruched ice. Fill with in 1 part 7-up and 1 part cranberry juice.,Norling Special,{null}
625,1,373,{null},{null},{null},14,,Combine all ingredients and stir. Serve in a highball glass over ice.,Green Dinosaur,{null}
626,1,765,{null},{null},{null},4,,"Pour into a wine goblet filled with broken ice and mix. Garnish with in-season fruit, add straws, and serve.",Sherry Cobbler,{null}
627,1,182,{null},{null},{null},2,,"In a shaker half-filled with ice cubes, combine the brandy, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Brandy Daisy,{null}
628,1,57,{null},{null},{null},18,,,Amy,{null}
629,1,669,{null},{null},{null},18,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Queen Elizabeth,{null}
630,1,389,{null},{null},{null},10,,"Pour one cup of strong black tea, add rum and stir.",Gunfire,{null}
631,1,929,{null},{null},{null},18,,Stir gin and vermouth with ice and strain into a cocktail glass. Add the olive and serve.,Martini (Perfect),{null}
632,1,394,{null},{null},{null},12,,"Pour the Tabasco sauce, tequila and whiskey into a shot glass. Lay the salt on top, and serve.",Hair of the Dog,{null}
633,1,205,{null},{null},{null},18,,"Mix all ingredients into an ice-filled shaker. Shake. Strain into a chilled, sugar and cinnomon rimmed cocktail glass. Garnish with an orange spiral twist.",Cable Car,{null}
634,1,541,{null},{null},{null},18,,"Mix sour mix, triple sec, and vodka together with ice in a shaker and shake well. Strain into a cocktail glass over ice and add 1 oz of melon liqueur.",Melon Kamikaze,{null}
635,1,96,{null},{null},{null},2,,Shake all ingredients well with cracked ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Baltimore Eggnog,{null}
636,1,496,{null},{null},{null},14,,Pour both ingredients into a highball glass almost filled with ice cubes. Stir and serve.,Kremlin,{null}
637,1,198,{null},{null},{null},24,,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,Buccaneer,{null}
638,1,313,{null},{null},{null},15,,Add all ingredients to an old-fashioned glass with/without ice as desired. Stir lightly and serve.,Four Jokers,{null}
639,1,436,{null},{null},{null},17,,"Pour ingredients into a heat-proof cup, sprinkle with grated chocolate, and serve.",Irish Milk Punch,{null}
640,1,679,{null},{null},{null},14,,"Ppour vodka, melon and peach schnapps over ice. Top with the sprite, stir well, add 1 dash of the grenadine and serve. Garnish with a slice of lemon (or lime), or a piece of melon.",Red Melon,{null}
641,1,531,{null},{null},{null},18,,Stir gin and vermouth with ice and strain into a cocktail glass. Add the olive and serve.,Martini (Sweet),{null}
642,1,841,{null},{null},{null},2,,"Shake all ingredients with ice in a cocktail shaker. Pour over ice into a collins glass, and top with soda to taste. Garnish with a lemon wedge and a maraschino cherry, and serve.",Tiki Lemonade,{null}
643,1,685,{null},{null},{null},15,,"Shake, strain into an old-fashioned glass filled with broken ice, and serve.",Roadster,{null}
644,1,919,{null},{null},{null},14,,,Yellow Bird,{null}
645,1,843,{null},{null},{null},12,,"Takes a 2 oz shot glass. First put in the triple sec, then tequila, last the spiced rum.",Tirade,{null}
646,1,507,{null},{null},{null},18,,"Pour the Kirschwasser, benedictine and lime juice into a cocktail shaker half-filled with ice cubes. Shake well, strain into a cocktail glass, and serve.",Lorraine Cocktail,{null}
647,1,470,{null},{null},{null},12,,"Combine all ingredients with ice, shake, and strain into old fashioned glass.",Junior Mint,{null}
648,1,907,{null},{null},{null},13,,"Shake, strain into a glass filled with crushed ice, and serve.",Winter Garden,{null}
649,1,64,{null},{null},{null},18,A twist on the classic recipe from the Gallery Bar in the Milenium Biltmore Hotel in Los Angeles.,"Stir the whiskey and liqueur in a mixing glass with ice and strain into a chilled cocktail glass. Garnish with a slice of apple, and serve.",The Big Apple Manhattan,{null}
650,1,116,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Between the Sheets,{null}
651,1,701,{null},{null},{null},9,,"Fill blender with one and a half cups of ice, add all the liqours in the blender and mix until the consistentsy has thickend. Pour into glass and add a cherry on top.",Rum Runner Island Style,{null}
652,1,768,{null},{null},{null},18,,Fill blender half full with ice. Add all ingredents and mix.,Silver Fizz,{null}
653,1,42,{null},{null},{null},9,,"Put everything into a blender with ice. Blend, adding ice until smooth. Serve in a tall glass.",Amaretto Cruise,{null}
654,1,722,{null},{null},{null},14,,"In a mixing glass half-filled with ice cubes, combine the gin or vodka with the sake. Stir well. Strain into a cocktail glass. Garnish with the olive.",Saketini,{null}
655,1,140,{null},{null},{null},14,,Shake ingredients in a cocktail shaker with ice. Strain into a highball glass over ice and garnish with a cherry.,Blackbeard's Ghost,{null}
656,1,878,{null},{null},{null},20,,"Shake blended whiskey, juice of lemon, grenadine, and powdered sugar with ice and strain into a red wine glass filled with cracked ice. Add the orange slice, top with the cherry, and serve with a straw.",Ward Eight,{null}
657,1,315,{null},{null},{null},18,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Fox River Cocktail,{null}
658,1,113,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bengal,{null}
659,1,309,{null},{null},{null},14,,Pour into gass half filled with ice. Stir well.,Fluorescent Dream,{null}
660,1,225,{null},{null},{null},23,,"Pour the brandy and triple sec into a large wine glass. Fill with champagne, or simply add to taste. Garnish with a sprig of mint, and serve.",Champagne Cooler,{null}
661,1,710,{null},{null},{null},2,,Mix with ice in a collins glass. Orange juice to taste.,Russian Sunrise,{null}
662,1,887,{null},{null},{null},18,,Mix ingredients in cocktail glass with chipped ice.,Whisky Martini,{null}
663,1,281,{null},{null},{null},18,,"Put an ice cube and a small amount of water in cocktail glass. Place in freezer for 2-3 minutes. Fill mixer with all ingredients including garnish. cover and shake hard 3 or 4 times. it is ok to bruise the gin on this one. Remove cocktail glass from freezer, empty, strain drink into cocktail glass add olive from mixer. Serve with a mysterious smile...",Dirty Martini,{null}
664,1,286,{null},{null},{null},18,,Shake and strain into highball glass with ice.,Dream,{null}
665,1,386,{null},{null},{null},15,,Pour the rum and the water into an old-fashioned glass with no ice cubes. Stir well.,Grog,{null}
666,1,95,{null},{null},{null},18,,Shake with ice and strain into a cocktail glass.,Ballet Russe Cocktail,{null}
667,1,402,{null},{null},{null},18,,"In a mixing glass half-filled with ice cubes, combine the dark rum, light rum, and vermouth. Stir well. Strain into a cocktail glass.",Hat Trick,{null}
668,1,527,{null},{null},{null},18,,Shake and strain into a glass three-quarters filled with broken ice.,Martian Cherry,{null}
669,1,283,{null},{null},{null},15,,Pour brandy and Kahlua into an old-fashioned glass filled with ice cubes and stir. Float cream on top and serve.,Dirty White Mother,{null}
670,1,8,{null},{null},{null},2,,Blend.,81 Camaro,{null}
671,1,859,{null},{null},{null},14,,"The Vampiro has a fruity, lightly carbonated, and spicy taste to it.",Vampiro,{null}
672,1,169,{null},{null},{null},15,,,Bourbon & Water,{null}
673,1,370,{null},{null},{null},18,,Shake ingredients in a cocktail shaker with ice. Strain into glass.,Green Carnation,{null}
674,1,775,{null},{null},{null},14,,"Pour vodka, kahlua, and cream into glass filled with ice, then top off with Pepsi.",Smith and Wesson,{null}
675,1,23,{null},{null},{null},2,,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,Absolut Summertime,{null}
676,1,499,{null},{null},{null},19,,"Pour campari, gin and orange juice into a champagne flute. Top with champagne, garnish with a twist of lemon and orange peel, and serve.",Le Perroquet,{null}
677,1,301,{null},{null},{null},15,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Eye-Opener,{null}
678,1,393,{null},{null},{null},18,,"Pour the rum, lime juice and grenadine into a cocktail shaker half-filled with ice cubes. Shake well, strain into a cocktail glass, and serve.",Habaneros,{null}
679,1,289,{null},{null},{null},14,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Dubonnet Fizz,{null}
680,1,264,{null},{null},{null},2,,"Pour vodka over ice, then add raspberry and fill with Jolt cola.",Crimson Death,{null}
681,1,927,{null},{null},{null},19,,"Pour orange juice into a collins glass over two ice cubes. Fill with chilled champagne, stir very gently, and serve.",Grand Mimosa,{null}
682,1,863,{null},{null},{null},14,,"Pour the vodka and lemon-lime soda into a highball glass almost filled with ice cubes. Stir well, garnish with a lemon wedge, and serve.",Vodka Cooler,{null}
683,1,20,{null},{null},{null},12,,"This is as close to the original Absinthe as you can get. Absente is very similar, but substitutes \Southern Wormwood\"" -- which is thujone free -- so it can be sold legally anywhere. Wormwood extract is safe in moderation",Absinthe Without Leave,{null}
684,1,24,{null},{null},{null},15,,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,Acapulco,{null}
685,1,677,{null},{null},{null},18,,"Shake and strain. Before serving, moisten the edge of the highball glass and dip in castor sugar.",Red Lion,{null}
686,1,538,{null},{null},{null},14,,Combine alcohol over ice and add Mountain Dew. Stir and Garnish with Melon ball if desired.,Mellow Hiker,{null}
687,1,483,{null},{null},{null},9,,Add all ingredients to a blender. Mix for 45 seconds on medium power. Serve with a cute umbrella and straw.,King Kong,{null}
688,1,80,{null},{null},{null},12,,Shake over ice,B-54,{null}
689,1,694,{null},{null},{null},18,,"Rub rim of cocktail glass with lemon juice and dip into powdered sugar. Shake vermouth, gin, brandy, lemon juice, and grenadine with ice, strain into the sugar-rimmed glass, and serve.",Rose Cocktail,{null}
690,1,690,{null},{null},{null},2,,"Shake vodka, Rock and Rye, and lime juice with ice. Strain into a ice filled collins glass. Top with lemon soda and stir gently. Garnish with a slice of lime.",Rock and Rye Cooler,{null}
691,1,215,{null},{null},{null},21,,Muddle the sugar into the lime wedges in an old-fashioned glass. Fill the glass with ice cubes. Pour the cachaca into the glass. Stir well.,Caipirinha,{null}
692,1,231,{null},{null},{null},11,,"Invented by residents of 112 Torrington, Rochester, NY\",Champagne Supernova,{null}
693,1,345,{null},{null},{null},14,,"Pour gin into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve.",Gin Highball,{null}
694,1,639,{null},{null},{null},19,,"Shake all ingredients (except champagne) well over ice cubes in a shaker. Strain into a champagne flute, fill with champagne, and serve.",Pick-Me-Up,{null}
695,1,924,{null},{null},{null},18,,Shake all ingredients (except nutmeg) with ice and strain into a cocktail glass. Sprinkle nutmeg on top and serve.,Coffee Alexander,{null}
696,1,375,{null},{null},{null},18,,Pour over crushed ice and stir or can be blended.,Green Eyes,{null}
697,1,376,{null},{null},{null},18,,Shake thoroughly with ice and strain into a cocktail glass.,Green Fairy,{null}
698,1,176,{null},{null},{null},15,,Pour all the ingredients over an ice-cube and stirr gently,Brain Damage,{null}
699,1,547,{null},{null},{null},18,,"In a shaker half-filled with crushed ice, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Metropolitan,{null}
700,1,242,{null},{null},{null},14,,"Pit cherries. Muddle cherries in glass. Add vodka, lemon juice, and ice. Top with club soda and stir. Garnish with lemon, and serve.",Cherry Sour,{null}
701,1,532,{null},{null},{null},18,,"Stir gin and vermouth over ice cubes in a mixing glass. Strain into a cocktail glass, add the olive, and serve.",Martini (Wet),{null}
702,1,559,{null},{null},{null},12,,Pour all contents into a cocktail shaker with ice and shake well. Strain into a shot glass and serve.,Mighty Martian,{null}
703,1,166,{null},{null},{null},18,,,Boston Flip,{null}
704,1,240,{null},{null},{null},18,,Garnish with a cherry on the rim of the glass.,Cherry Blossom,{null}
705,1,106,{null},{null},{null},21,,Pour into a glass with ice. Stir.,Beach Bum,{null}
706,1,894,{null},{null},{null},15,"The favorite drink of Jeffrey ""The Dude"" Lebowski, though he calls it a ""Caucasian"".",Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,White Russian,{null}
707,1,35,{null},{null},{null},14,,,Alaskan Iced Tea,{null}
708,1,601,{null},{null},{null},2,,Mix all ingredients in a glass with ice.,Okinawa Special,{null}
709,1,540,{null},{null},{null},18,,Shake all ingredients (except cherry) with ice and strain into a cocktail glass. Add the cherry on top and serve.,Melon Cocktail,{null}
710,1,699,{null},{null},{null},2,,1. Fill mixing glass with ice 2. Add light rum and lime juice and sugar syrup 3. Shake 4. Strain into a collins glass filled with ice 5. Fill with club soda. 6. Garnish with a wedge of lime.,Rum Rickey,{null}
711,1,653,{null},{null},{null},2,,"Pour gin, then midori, then 7-up (to fill) over ice in a Tom Collins glass. Shake in cocktail shaker, add straw, cherry. Tastes like candy.",Pixie Stick,{null}
712,1,381,{null},{null},{null},15,,"Chill ingredients, pour lemon juice over pisco in a lowball glass and top off with tonic water. Serve with a slice of lime.",Green Hornet,{null}
713,1,351,{null},{null},{null},5,,"Place salt on a dish and rub rim of a margarita glass with a Lime Wedge. Dip glass in the salt to coat rim thoroughly. Pour teguila, triple sec, lime juice, sweet and sour, orange juice, and ice into a blender. Set on high speed until well blended. Pour into a margarita glass. Garnish with a lime, and serve. Optionally, pour Grand Marnier orange liqueur on top for a float, then serve.",Gino's Perfect Margarita,{null}
714,1,250,{null},{null},{null},2,,Build over ice into a collins glass. Add splash of Lemon-Lime Cola last.,Coconut Bra,{null}
715,1,592,{null},{null},{null},18,,Shake everything with ice and strain into a cocktail glass.,Nirvana,{null}
716,1,642,{null},{null},{null},14,,,Pimm's Rangoon,{null}
717,1,222,{null},{null},{null},14,"Made famous by rapper Tech N9ne in his song ""Caribou Lou"".","Referenced in the song \Caribou Lou\"" by rapper Tech N9ne where he sings about it - \""...151 rum",Caribou Lou,{null}
718,1,696,{null},{null},{null},14,,,Rum & Coke,{null}
719,1,403,{null},{null},{null},2,,"Put rum over ice, fill half way with punch, fill with 7-up.",Hawaiian Death,{null}
720,1,480,{null},{null},{null},14,,Shake everything (except lemon twist) with ice; strain into a highball glass with ice. Garnish with the lemon twist.,KGB,{null}
721,1,160,{null},{null},{null},14,,"Blend light rum, blue curacao, pineapple juice, and cream of coconut with one cup ice in an electric blender at high speed. Pour contents into a highball glass. Decorate with the slice of pineapple and a cherry.",Blue Hawaiian,{null}
722,1,187,{null},{null},{null},21,,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",Brandy Sour,{null}
723,1,104,{null},{null},{null},18,,"Pour rum (DO NOT use cheap rums) and Triple Sec into Martini shaker filled with ice, and let it rip.  Pour up neat in a Martini glass with an orange twist (optional)",Batiste,{null}
724,1,590,{null},{null},{null},10,,Heat milk. Add sugar. Add Kahlua. Nutmeg on top. Sleep tight.,Nightcap,{null}
725,1,500,{null},{null},{null},18,,"In a mixing glass half-filled with crushed ice, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Leaning Tower,{null}
726,1,791,{null},{null},{null},15,,Pour in glass and stir. Serve cold.,Spanish Fly,{null}
727,1,782,{null},{null},{null},12,,"Pour tequila rose and southern comfort in equal parts into a shot glass, and serve.",Southern Rose,{null}
728,1,385,{null},{null},{null},14,,,Greyhound,{null}
729,1,840,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Three Miller Cocktail,{null}
730,1,576,{null},{null},{null},18,,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Montmartre Cocktail,{null}
731,1,510,{null},{null},{null},2,,Mix ingredients into a punch bowl.,Lynchburg Lemonade,{null}
